472.746	-382.514	0.920376
904.472	-1049.21	69.7049
1066.84	1297.72	-19.9629
442.48	-355.395	-0.6239
835.51	-1399.78	25.274
185.386	-1335.24	36.1341
836.359	113.735	-21.3477
-1427.55	-669.854	22.3821
-925.422	1268.27	-16.8983
-356.559	1368.52	-17.7387
454.28	1404.71	-18.6685
-6.55258	1390.49	-17.2713
344.97	704.433	-16.6748
-852.522	669.705	3.56541
1227.85	-604.663	-8.70181
105.048	-898.745	100.92
149.936	270.957	-13.8727
-957.861	-40.7365	-9.71635
-1475.35	822.361	10.983
-1428.81	-224.976	-3.80778
-1336.04	-59.5097	-8.1916
-142.158	-854.495	83.5315
-1376.56	-715.592	28.9323
-942.588	1124.93	-15.5061
510.89	-130.344	-8.1443
170.582	-1396.43	35.8996
-874.592	343.535	-10.3711
-152.477	943.775	-17.4221
930.672	-24.4705	-21.3821
964.615	-249.7	-16.7108
1475.16	-432.095	-13.2701
-191.375	839.118	-14.6262
-392.538	723.847	-7.8017
-72.4781	-1206.78	74.318
751.052	-1383.9	24.1814
1136.42	-640.489	-4.99603
363.705	-1449.93	26.7811
-1209.93	1171.37	-6.26211
-500.122	1410.25	-18.2615
556.6	-915.323	104.261
181.287	-29.898	-4.05581
1411.92	-1483.4	78.2895
-1465.41	860.445	15.2531
1115.18	555.735	-18.7498
187.028	285.852	-14.1694
-1393.25	-1452.58	103.592
1225.63	-1454.71	69.0881
545.17	-525.177	28.6981
-1046.96	863.267	10.3859
-1459.99	-1050.86	27.9461
941.186	224.18	-20.9044
1490.51	613.867	-21.5409
-955.633	893.244	3.49923
-1257.58	-1104.73	51.1448
770.169	-1058.72	65.2892
106.712	492.353	-13.5338
348.056	957.577	-16.6795
-888.317	509.496	2.0489
1141.51	-892.996	41.0032
1490.45	374.377	-26.449
-1132.95	-438.845	2.42624
-232.813	-544.853	110.758
679.645	545.856	-18.6079
-872.983	-491.68	-1.5931
-60.9672	-614.191	103.092
-227.583	429.795	-14.7478
1246.5	568.427	-20.5841
-651.261	-1231.43	23.3256
-916.649	790.986	8.5471
-661.631	-1370.7	45.6933
598.824	-1281.63	32.9538
843.565	-964.868	79.9212
-1075.26	830.097	12.2645
1157.76	780.927	-18.3552
581.519	-1240.9	35.5268
-485.731	1261.62	-18.4217
672.037	-574.211	23.64
802.579	414.507	-20.4643
-50.8077	-1321.71	57.2143
-989.369	-1194.65	41.0089
-40.6867	547.573	-11.9704
-1049.26	249.883	-9.83
192.803	-1320.67	36.4534
1354.03	-319.867	-17.2444
-853.121	720.43	4.63768
-956.513	-283.373	-3.51953
1153.91	-937.405	45.9238
-475.936	-534.98	24.1619
-968.414	-292.103	-3.23614
-106.095	1051.45	-18.1768
1444.88	-364.26	-15.1539
1277.5	-279.392	-16.3321
1083.44	586.071	-18.0192
-1080.36	-805.802	20.1048
-1066.75	1131.08	-12.6543
202.026	506.16	-14.637
-1445.58	1031.94	23.0929
467.391	-1412.56	25.9641
948.472	-420.597	-10.6714
954.825	-1354.84	39.7827
154.825	-349.74	29.6438
416.211	1351.29	-18.6255
-1310.58	591.898	20.0543
-1014.37	-994.55	42.0558
79.5653	-157.307	14.5231
58.4259	1434.97	-16.3981
-466.107	-494.145	27.2474
-400.492	653.146	-9.23253
-1104.89	-1109.72	40.4112
245.96	-714.811	69.0849
-1243.05	-24.5639	-8.24628
1439.94	1077.17	-21.7645
1098.03	193.626	-20.9209
753.877	479.205	-19.8606
-15.1423	152.838	-13.5779
-406.536	-505.81	42.5738
1137.34	-1131.5	72.2318
553.59	751.79	-20.607
-967.237	1196.69	-15.6863
-228.628	1315.72	-17.5519
1255.13	-327.273	-15.3353
667.783	-209.65	-12.1656
-1015.85	644.381	5.44562
-920.463	390.696	-5.3539
945.752	532.853	-18.2631
-650.515	1436.86	-16.6026
354.987	541.139	-16.6264
-1481.9	-1043.5	22.294
-750.946	227.131	0.501099
-1363.53	34.2409	-7.64282
-537.987	1358.99	-18.5782
-469.837	-368.771	24.6619
264.178	-68.6119	-6.71265
714.652	-1050.79	67.6165
-553.213	944.34	-16.8615
-191.353	220.565	-10.9153
-469.798	-739.875	21.6349
543.076	-285.141	-3.63863
-1129.27	1478.79	-12.7636
-982.941	-1395.17	52.2369
-278.213	-410.978	88.4829
-776.517	-134.083	-4.47422
1169.56	-1187.87	76.3602
871.65	-1388.95	27.9917
617.497	520.647	-18.4279
-533.58	151.249	20.833
609.595	524.362	-18.3269
-579.521	-402.256	8.21965
-1373.42	-80.7895	-6.56244
1399.11	26.4412	-24.0615
1235.2	-1029.18	60.5255
-303.095	1081.06	-19.8829
-172.712	-627.589	111.828
-832.071	1453.39	-15.9857
958.403	1138.78	-12.3943
194.499	-1089.99	62.3946
-384.235	-747.746	33.451
-947.346	-690.648	12.4988
-994.011	-232.986	-5.18122
752.939	-903.649	88.0461
167.344	-586.632	41.6779
-301.468	-1487.48	54.2046
-896.097	-1185.2	36.2026
1045.25	-102.802	-19.0682
300.622	177.585	-12.9271
798.504	1236.67	-18.0781
-879.339	-1348.54	33.7855
47.7572	1307.06	-18.2795
-1457.46	36.7617	-3.90797
-58.6288	422.323	-12.8587
760.636	723.379	-19.0763
-536.61	-1361.52	33.4822
115.428	744.982	-16.5661
837.624	208.651	-21.5723
491.874	-434.974	8.96854
1300.73	1303.24	-22.8856
377.861	120.411	-11.2454
-958.986	1048.37	-13.3828
1189.21	-518.001	-10.1031
1393.35	-1131.66	69.5098
970.806	-163.658	-18.7286
841.652	-311.65	-14.1091
-723.749	132.206	10.3251
-32.7892	-1026.91	105.903
846.888	-656.238	16.9482
-648.791	1432.21	-16.6517
-1065.57	-280.618	-3.63679
-1122.21	-1196.97	42.5893
-645.003	472.531	-8.00045
-162.404	175.757	-9.81088
805.2	-362.893	-11.7535
-368.486	802.985	-13.4741
-210.781	-457.694	106.392
652.998	-345.644	-5.01001
-426.254	-310.72	37.3797
-765.571	-546.032	0.843347
-1404.46	-510.627	5.28357
-1172.27	-1168.03	44.1977
1285.56	291.27	-21.3941
1356.99	740.94	-19.7146
-174.211	-109.28	34.2562
236.317	985.075	-19.2301
417.505	-293.979	-2.09446
973.539	314.633	-19.1167
1233.57	-148.343	-17.4522
16.1755	557.642	-11.6534
-1115.15	-1022.36	45.1654
42.3983	1180.29	-18.179
-1023.46	-1292.93	50.3945
829.315	-435.565	-9.69699
-1283.29	-257.355	-4.12855
-1137.78	605.374	8.35518
-447.976	-1448.2	46.8021
-1121.14	249.234	-8.38488
-1053.3	-1498.02	70.6391
-752.645	-635.131	2.37823
-1131.53	-915.089	36.3162
-371.144	762.763	-10.5293
640.068	1385.33	-23.4163
-84.0504	960.676	-17.1035
-868.077	-332.503	-2.44131
189.734	861.104	-17.4661
546.566	-1495.47	22.5707
-912.017	645.203	4.62715
-472.503	693.605	-6.5909
740.146	1381.11	-23.9735
-604.84	936.898	-15.3597
-1253.55	-921.104	42.5088
69.9915	-1450.86	40.9577
-1061.44	-595.879	7.58762
-1169.57	-1167.07	44.1421
-931.821	-1471.45	46.6207
1000.37	-531.094	-5.48552
-1460.93	473.957	50.792
647.759	275.646	-21.143
-896.271	-646.057	7.10999
730.127	758.53	-19.8094
1240.34	-88.8236	-18.127
-639.177	-1413.01	48.9472
372.362	524.48	-17.0441
-152.71	771.551	-13.4131
269.777	-968.836	100.17
520.377	1152.56	-22.1598
-848.58	1216.63	-18.3391
-555.85	1113.18	-17.9274
67.449	816.647	-17.0679
1318.5	610.888	-20.5816
837.823	345.305	-20.7833
519.585	625.296	-19.8868
-557.444	-449.264	10.7186
912.786	1061.14	-13.1093
-1059.48	344.67	-2.90871
1396.93	908.021	-19.7129
367.42	-1202.26	41.6631
-1489.16	110.65	-3.5299
-1211.3	866.653	19.767
-460.321	-833.65	22.6901
-544.291	997.296	-17.4323
676.967	1301.21	-21.9115
-1273.66	-1423.83	86.6851
-306.059	-939.303	44.1694
-799.561	-1054.96	18.9482
1380.23	669.136	-20.5625
-1005.5	-225.973	-5.3331
-27.5866	750.992	-15.5503
-777.532	270.904	-4.63398
1465.09	-38.2519	-26.3292
895.024	-1030.78	70.9794
-555.907	622.485	-10.9109
1463.44	1065.44	-22.1825
1383.44	646.541	-20.5127
495.168	985.151	-17.4676
307.637	-506.026	19.451
563.905	-457.608	13.5159
-1304.42	348.867	18.9379
976.734	-1396.79	35.3202
1042.34	959.077	-17.4008
741.482	-1085.78	57.7692
-1249.02	-20.8108	-8.50109
112.559	-672.249	67.7337
-65.9969	-93.9799	16.8474
-1268.54	-1068.46	54.1155
-1489.16	-289.256	0.816851
-779.216	964.599	-12.2854
-94.3081	1338.29	-18.0789
-1447.51	-1477.4	120.142
908.516	-379.551	-12.1278
-12.7515	-1272.76	57.2278
-216.525	-1088.77	74.8419
-53.8739	-466.124	86.5826
1496.06	83.9374	-26.0841
54.8318	619.585	-13.3948
1377.79	526.273	-21.6008
-183.611	-1455.6	58.1219
1171.64	-1147.94	75.8244
-603.531	-1078.31	14.0676
-1097.44	958.538	5.75398
811.258	890.989	-18.396
1431.68	-341.231	-16.3151
1247.25	-860.26	12.3579
-37.6822	533.754	-11.7986
440.454	-1318.28	30.6536
-1302.17	387.145	24.7009
-1215.02	-890.093	35.3527
896.575	-1090.25	64.7626
-665.744	626.262	-7.42876
1161.72	-752.262	3.29382
56.7201	-714.621	87.2276
283.634	-307.9	3.54721
433.454	699.553	-18.7683
-618.784	-1191.88	18.1826
292.179	601.589	-15.8144
-683.647	-159.8	1.72151
-1329.91	1207.88	-5.98698
-827.09	-689.33	5.81392
-858.384	178.15	-6.60955
-1308.8	-1015.44	56.8946
-7.02227	470.344	-12.8392
-1106.86	244.684	-8.83345
-209.845	-609.566	107.129
127.389	-520.384	41.7389
495.825	615.247	-19.0988
920.782	972.021	-16.0362
-890.343	-396.06	-2.12413
994.188	-659.956	6.85005
-1234.79	-935.04	42.758
128.749	99.3751	-12.2711
707.507	-581.849	18.7194
633.081	807.47	-18.138
-140.152	-964.304	89.5461
1195.59	157.629	-22.5719
-367.083	960.782	-18.0707
735.692	152.094	-20.2611
-722.765	472.979	-5.19078
-1313.41	1470.93	-9.92008
1186.89	710.862	-17.3015
1074.8	-65.6388	-19.7262
-901.381	248.459	-10.0001
271.524	270.319	-14.984
-980.322	1303.09	-16.6874
643.474	-861.099	92.3069
969.003	1134.51	-12.767
-457.243	351.786	-9.64202
-583.377	399.127	-8.48255
-962.635	-870.708	27.0838
-1255.12	225.58	-6.50439
-1272.8	1436.64	-10.2109
-910.71	-334.642	-2.02481
398.653	-148.205	-7.0905
877.019	-537.292	-5.58769
-1229.66	-157.096	-4.64629
