13	417.484	0.479195	1470.25	-815.607
-13	512.992	1.20341	598.12	1177.7
-13	435.122	0.210573	996.4	582.34
-13	607.436	0.662129	735.173	296.448
-13	798.422	0.535867	934.98	-267.01
13	536.715	0.407351	-455.818	476.768
13	1077.47	0.222038	-48.9288	-895.314
13	563.073	1.0667	-1410.46	126.289
-13	3247.88	1.0364	-329.694	569.971
13	3013.36	0.511543	-920.015	-1138.94
-13	3247.88	1.0364	-329.694	569.971
-13	907.918	1.17018	-1491.74	1224.86
-13	798.422	0.535867	934.98	-267.01
-13	437.713	1.17984	-1337.86	37.8242
-13	435.122	0.210573	996.4	582.34
-13	423.024	1.13167	-99.6422	-1289.57
13	417.484	0.479195	1470.25	-815.607
-13	407.308	0.420368	1383.78	284.917
-13	512.992	1.20341	598.12	1177.7
13	422.31	1.05928	259.607	-1093.19
13	3013.36	0.511543	-920.015	-1138.94
-13	614.616	0.420853	-485.037	826.564
13	536.715	0.407351	-455.818	476.768
13	735.662	1.1739	-216.183	21.3596
13	563.073	1.0667	-1410.46	126.289
13	738.959	0.962484	-655.486	-1090.26
-13	607.436	0.662129	735.173	296.448
-13	1446.26	0.231559	1101.8	46.2604
13	1077.47	0.222038	-48.9288	-895.314
-13	844.538	0.691778	254.045	1098.76
-13	453.179	0.664346	-920.015	-1138.94
13	728.773	0.336881	-455.818	476.768
-13	449.71	0.682035	-329.694	569.971
-13	453.179	0.664346	-920.015	-1138.94
13	408.961	1.18068	-485.037	826.564
-13	498.185	1.13284	-455.818	476.768
13	460.467	0.0700072	-920.015	-1138.94
13	460.467	0.0700072	-920.015	-1138.94
13	699.908	0.292651	-485.037	826.564
-13	498.185	1.13284	-455.818	476.768
13	417.525	0.641979	-216.183	21.3596
