-13	482.614	0.221584	-1448.11	788.275
-13	409.343	1.00432	343.646	1350.01
-13	445.086	0.752168	1115.96	702.267
-13	793.374	1.06612	420.538	1352.14
13	752.953	1.07589	1195.13	949.721
-13	723.223	0.198831	1124.94	-579.46
-13	990.38	0.483388	749.157	-1099.81
13	1459.62	0.747417	521.825	-1065.4
-13	507.087	0.17739	-1280.25	752.897
13	477.893	0.0144638	1377.47	-404.903
13	419.087	1.00645	1290.89	-1332.2
-13	725.363	0.845551	-1467.44	-161.088
-13	540.239	0.697558	1491.45	1232.49
13	406.716	0.0597346	-1047.46	-1220.27
13	751.057	1.05724	1355.5	1428.73
-13	1392.33	0.460763	891.576	-1078.63
-13	482.415	0.0280414	-1321.2	-823.014
13	456.513	0.197848	-329.834	216.571
-13	573.553	1.04883	821.997	-702.613
13	454.128	0.710153	699.009	-282.554
-13	432.97	0.733873	-275.378	-739.14
-13	470.706	1.12045	-1045.29	705.111
-13	652.146	0.40996	1379.72	1136.19
13	582.775	0.819567	151.419	894.755
13	424.259	1.09769	957.723	1070.03
13	770.934	0.213528	1229.03	994.81
-13	855.213	0.397847	-938.545	-1318.87
13	613.926	0.187371	-566.928	450.218
-13	438.331	1.08095	-1184.74	-381.932
13	402.512	0.195026	-1258.9	1219.19
-13	425.813	0.685955	-730.612	535.154
13	1001.92	0.340526	1021.15	-88.2374
-13	635.323	0.909112	-115.703	402.843
13	412.707	0.169019	-703.73	-1220.69
-13	551.681	0.691595	-122.679	-45.0787
-13	437.152	0.798634	-612.252	-631.309
13	436.76	0.962947	393.541	-1453.56
-13	509.832	1.04947	-11.2111	844.253
13	488.69	1.09894	-809.543	-456.018
-13	544.853	1.15057	626.68	-386.751
13	510.295	0.580298	-304.231	-929.295
13	483.979	0.5471	1073.06	-14.6274
-13	462.872	1.145	-1169.62	-1336.11
-13	488.74	1.1846	-741.566	-39.7824
13	575.32	0.815937	469.454	348.973
13	412.347	0.0600435	-615.487	-1415.47
-13	847.071	0.368104	276.073	852.162
-13	997.719	1.12611	844.191	-465.283
-13	1115.12	0.00925798	-381.25	-1423.07
-13	669.54	1.19207	929.706	-238.398
13	512.264	0.74446	-483.582	710.214
-13	408.914	0.0533968	-1387.02	544.164
-13	414.447	0.126293	291.827	393.721
13	523.873	0.206455	722.419	729.788
-13	500.804	0.881842	-642.982	-50.9279
13	584.622	0.478631	687.852	-26.3822
-13	442.775	0.866131	-538.719	227.058
13	527.293	1.18034	1171.56	716.479
13	414.21	0.762518	952.395	-1125.63
-13	1983.6	1.10961	-263.555	41.1277
-13	575.27	0.0118144	1324.63	-1324.07
-13	583.983	1.11665	763.494	-709.717
-13	725.146	0.199744	-205.311	-602.754
-13	440.761	0.839016	737.954	-462.927
13	407.552	0.109773	1288.32	-174.577
13	693.796	0.864308	-728.487	-927.819
-13	527.833	0.207214	-399.432	-1098.45
13	648.867	0.462213	842.165	94.1525
-13	563.494	0.975768	435.788	81.7181
13	507.481	0.0105116	-782.756	-678.193
-13	422.46	0.358815	-637.849	-621.464
-13	552.724	1.06285	-625.721	19.3243
13	412.891	0.472342	-91.9584	-252.185
-13	563.312	1.0553	-1363.73	518.78
-13	610.749	1.10009	1215.05	-18.4446
-13	425.942	1.0548	493.726	688.477
-13	603.966	0.962317	1321.45	476.486
13	556.633	0.311197	780.093	-811.793
13	617.489	1.13267	-79.5761	614.143
-13	438.174	0.929188	-426.896	787.678
-13	510.804	0.773794	977.225	-536.877
-13	407.988	1.06224	327.945	-1179.74
-13	800.129	0.404838	468.891	1116.71
13	516.673	0.352495	1205.37	1264.31
13	790.633	0.974768	-999.165	807.239
13	683.233	1.07651	433.63	-502.923
-13	487.873	1.15536	-784.695	-1078.82
13	600.898	0.421025	-324.221	420.187
-13	454.14	0.287993	619.624	-1488.02
-13	413.791	1.16419	-313.101	-90.4003
-13	407.919	0.995023	-205.866	685.924
13	493.215	1.0756	630.415	-1427.57
-13	525.572	0.853686	1098.4	-1067.64
-13	409.648	0.721233	175.315	768.38
-13	415.285	0.305263	-1171.7	1418.66
-13	457.396	0.111477	460.215	396.167
13	436.31	0.844086	72.0236	1367.86
-13	526.015	0.185492	-324.615	926.392
13	2125.54	0.890476	-644.61	-848.049
-13	497.46	0.53545	-1165.37	1256.56
-13	936.495	0.96963	-665.681	-285.601
-13	866.573	0.492437	1486.7	629.719
-13	710.478	1.14821	-274.033	-998.097
-13	1090.51	1.18398	213.409	-1426.56
13	431.699	0.774004	-1033.62	1488.31
-13	557.527	0.236326	-1087.47	-924.161
13	916.855	0.208855	363.872	15.8335
-13	682.622	0.580891	-254.201	156.599
-13	1177.01	0.397953	-598.445	685.461
-13	429.633	1.1875	1102.01	-119.514
13	440.872	0.395177	-553.849	169.544
13	799.452	0.329066	1478.99	-430.098
13	455.452	0.730675	1461.63	1443.1
-13	409.242	1.1657	-566.819	-1132.8
-13	1131.1	0.0911168	-897.242	-730.969
13	527.795	0.74621	998.632	837.896
13	466.84	1.2201	-670.76	103.202
-13	403.654	0.625959	-419.724	675.599
-13	461.219	0.703347	-470.517	81.7592
13	567.85	0.595305	-640.419	975.168
-13	913.604	0.465907	1171.38	354.959
-13	426.875	0.811468	-1200.42	502.936
13	626.728	0.593108	454.172	-1150.02
13	745.632	0.471442	522.327	966.124
-13	612.595	0.403544	-1441.85	-338.489
-13	402.566	0.328133	1060	-1098.77
-13	458.708	0.440643	-1085.44	-293.308
13	488.371	0.344005	-676.122	-1204.72
13	663.563	0.622507	1188.77	970.676
13	668.343	0.0868405	1412.09	1430.2
-13	734.358	0.214248	-889.472	1045.32
-13	487.539	0.977247	-1016.75	-1175.09
13	436.769	0.689203	-292.896	-1394.89
-13	495.405	0.0173856	-111.621	-398.17
13	547.089	0.877445	-1168.89	-1060.98
-13	496.702	0.576547	-316.269	-1191.57
-13	524.749	0.993675	-915.903	414.239
13	409.185	1.20157	351.765	-689.235
-13	566.143	1.06053	-1206.62	-932.108
13	832.279	1.03406	-1198.39	438.863
13	471.627	0.0784319	413.503	-295.975
13	550.458	0.136532	-1328.25	329.764
13	525.677	0.567289	-131.61	-642.363
13	430.966	0.146107	1059.82	-483.173
13	456.471	0.32584	1474.18	1306.92
-13	639.223	1.1898	955.157	-179.52
13	1041.26	1.12606	934.81	-856.433
-13	439.023	0.725797	1078.45	-587.631
-13	611.858	0.481558	-1065.31	-1388.68
-13	743.88	0.0110708	-360.992	-1393.58
-13	843.706	0.842206	172.219	1123.58
13	1039.44	0.993578	-1014.19	-287.986
13	681.712	1.15391	-297.595	366.914
13	402.836	1.10945	983.501	1200.7
-13	521.483	1.14637	921.854	-657.875
13	469.367	0.310889	-1232.31	584.455
13	557.3	1.09183	-883.083	700.064
13	501.009	0.829635	694.796	140.581
13	557.307	0.297139	-521.115	-428.86
-13	493.397	0.960975	-258.831	101.332
-13	1313.75	0.0574832	878.684	-37.8691
-13	1401.81	0.325775	-1251.81	448.666
-13	583.667	0.769975	-1390.4	-606.303
13	527.909	0.931492	-663.381	-685.288
13	403.213	1.06536	-314.473	996.336
13	627.942	0.421044	1275.76	566.525
-13	448.657	0.00808696	177.818	-1210.15
-13	546.514	0.807503	-467.197	150.175
-13	989.232	0.138195	-519.687	-577.025
-13	443.441	0.723243	-1456.86	-1228.21
13	966.09	1.13354	-888.618	-201.132
13	501.774	1.09096	-13.3542	552.054
13	597.607	1.07951	484.345	-1155.86
-13	692.315	0.75581	1388.03	-634.999
-13	710.107	1.21311	1433.66	-96.6145
13	458.827	0.250066	1153.47	-1004.02
13	538.662	0.877735	808.265	1337.46
13	811.368	0.841332	1039.87	-799.603
-13	614.656	1.18815	1296.64	-500.813
13	480.906	0.748208	81.7943	1456.57
-13	522.73	0.345419	634.855	1130.99
-13	757.173	0.0622858	124.708	592.764
13	480.503	0.957113	-700.175	-1360
-13	405.725	0.557083	-1489.95	-949.136
-13	419.827	1.11345	-1116.21	-654.878
13	432.19	0.0857718	249.203	871.457
-13	637.881	0.435914	293.379	-419.351
-13	442.947	1.04659	-420.576	280.432
-13	481.709	1.19267	-472.854	246.478
13	454.8	0.570449	1084.3	-556.278
-13	2396.55	0.744262	769.108	-809.849
