155	1	-13	1707.38	805.061	-0.92442	2.74303	1011.27	115.032	-277.002	1214.63	30.1473	258.044
245	1	-13	577.404	62.4546	-0.998553	-0.358948	-106.606	1269.64	-277.002	-136.866	1277.12	259.528
248	1	-13	2786.37	587.394	-0.591794	2.70517	-771.834	1293.87	-277.002	-111.483	985.681	259.264
712	1	13	971.577	166.607	-0.95645	-1.87792	576.034	-1041.22	-277.002	636.791	-857.449	369.55
822	1	-13	620.969	151.342	-0.995591	-0.76247	-908.731	1117.76	-277.002	-943.6	1152.14	261.15
954	1	-13	504.364	54.8863	-0.993713	-2.92376	1349.19	774.498	-277.002	1401.17	789.145	257.947
30	1	13	1704.24	896.641	-0.988628	1.90077	262.427	-432.254	-277.002	290.334	-515.379	298.76
171	1	13	635.812	11.8936	-0.746831	-0.0578301	1303.71	-2.2524	-277.002	846.321	22.9551	257.219
172	1	13	632.623	111.829	-0.963054	1.33092	-82.3627	357.819	-277.001	-118.879	210.49	264.633
367	1	-13	617.74	35.956	-0.947019	-0.459916	1412.24	580.055	-277.002	1255.74	660.522	256.577
368	1	-13	607.086	23.5452	-0.8798	-0.178688	465.55	-140.196	-277.002	173.422	-86.6996	277.906
369	1	13	1235.16	384.415	-0.893324	2.77589	1151.61	-723.462	-277.002	1411.71	-822.962	274.128
562	1	-13	620.535	40.1945	-0.876572	-1.45253	937.957	147.257	-277.002	896.301	439.327	258.383
620	1	13	1448.15	253.895	-0.842485	-0.464481	-1082.41	-403.636	-277.002	-1397.36	-247.097	272.723
773	1	-13	564.441	127.753	-0.999983	-3.00438	-406.035	1017.01	-277.002	-404.804	1015.39	258.416
864	1	-13	1001.31	132.751	-0.978145	1.63386	407.177	-317.787	-277.002	418.912	-437.103	284.522
232	1	-13	3449.71	1419.4	-0.836175	-2.2784	-716.027	-213.024	-277.002	-466.084	78.4696	308.655
518	1	-13	755.168	241.931	-0.980416	1.16406	-172.818	840.153	-277.002	-216.761	740.681	264.925
520	1	13	733.699	238.43	-0.966742	1.32096	-1267.27	-447.215	-277.001	-1305.94	-593.362	293.296
523	1	13	1515.4	282.418	-0.970038	1.85551	691.639	-532.637	-277.002	734.239	-675.433	319.707
687	1	13	672.085	55.662	-0.996913	2.0938	-924.64	-1167.45	-277.002	-899.633	-1206.56	314.264
688	1	13	766.977	42.7495	-0.723008	-2.83523	-172.393	971.727	-277.002	314.718	1134.96	257.156
690	1	-13	1132.71	275.861	-0.790233	0.177912	2.45139	911.64	-277.002	-407.264	838.686	261.237
792	1	13	955.108	94.1337	-0.967704	-0.381913	299.686	1076.66	-277.002	172.583	1130.23	257.891
793	1	13	557.339	61.1931	-0.965975	-0.133671	584.563	693.827	-277.002	443.154	718.715	257.886
794	1	13	1510.47	496.292	-0.82731	0.649386	273.709	701.086	-277.002	-18.2645	478.729	264.404
56	1	-13	1207.85	75.091	-0.833416	-1.24681	587.556	-1438.01	-277.002	451.485	-1041.55	350.036
287	1	-13	800.142	120.563	-0.997459	0.414615	-1291.38	945.658	-277.002	-1325.72	933.224	311.143
290	1	13	1942.47	926.126	-0.98461	3.02594	1165.99	303.264	-277.002	1259.95	291.456	255.921
377	1	13	910.36	240.426	-0.980778	-3.00051	684.006	659.701	-277.002	788.599	674.27	258.769
448	1	-13	481.997	23.4785	-0.949039	2.35463	-212.301	777.562	-277.002	-89.2412	640.989	263.795
454	1	-13	975.153	235.305	-0.994977	-0.0968427	-55.6747	243.961	-277.002	-109.965	248.315	263.483
623	1	13	689.291	144.413	-0.919055	0.647567	-574.714	489.899	-277.002	-762.021	346.638	267.519
624	1	13	501.292	48.3859	-0.949797	2.26784	-69.5497	1403.06	-277.002	35.4041	1263.82	258.202
728	1	13	1270.15	54.9921	-0.529219	-0.152745	12.9848	476.211	-277.002	-848.415	605.39	278.684
729	1	-13	689.863	106.869	-0.981965	2.56032	103.933	1261.47	-277.002	187.094	1207.75	258.771
